KORT;KORT EID AV KUNDE;PRIS BOOKING;MEDLEM;KUNDEID;RESSURS;BESØKSDATO;STARTTID;BESTILLINGSDATO;BESTILLINGSTID;ANTALLRESURSER
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5877772;Dropin  - Sukkerbiten;28.05.2022;13:00-14:30;22.05.2022;22.05.2022 01:37;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6200133;Dropin  - Sukkerbiten;28.05.2022;13:00-14:30;22.05.2022;22.05.2022 01:41;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5720036;Dropin  - Sukkerbiten;28.05.2022;13:00-14:30;22.05.2022;22.05.2022 11:32;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6551014;Dropin  - Sukkerbiten;28.05.2022;13:00-14:30;22.05.2022;22.05.2022 12:45;1
<br/>;;NOK 200;yes;6896868;Dropin  - Sukkerbiten;28.05.2022;13:00-14:30;23.05.2022;23.05.2022 14:07;2
<br/>;;NOK 200;yes;5982315;Dropin  - Sukkerbiten;28.05.2022;13:00-14:30;23.05.2022;23.05.2022 16:59;2
<br/>;;NOK 300;yes;6177337;Dropin  - Sukkerbiten;28.05.2022;13:00-14:30;24.05.2022;24.05.2022 12:46;3
<br/>;;NOK 100;yes;6461171;Dropin  - Sukkerbiten;28.05.2022;13:00-14:30;24.05.2022;24.05.2022 22:14;1
<br/>;;NOK 2 300;No;6728713;Skarven;28.05.2022;13:00-15:00;29.03.2022;29.03.2022 19:36;1
<br/>;;NOK 2 300;No;6850459;Svarttrosten;28.05.2022;13:00-15:00;03.05.2022;03.05.2022 20:51;1
<br/>;;NOK 1 500;No;6797541;Måken;28.05.2022;14:00-16:00;17.04.2022;17.04.2022 11:32;1
<br/>;;NOK 2 800;No;6835920;Bademaschin 1;28.05.2022;14:00-16:00;29.04.2022;29.04.2022 12:19;1
<br/>;;NOK 2 800;No;6652633;Bademaschin 2;28.05.2022;14:00-16:00;04.03.2022;04.03.2022 08:31;1
<br/>;;NOK 1 700;yes;6702684;Alken;28.05.2022;14:15-16:15;21.03.2022;21.03.2022 11:41;1
<br/>;;NOK 1 700;yes;6702684;Ærfuglen;28.05.2022;14:15-16:15;21.03.2022;21.03.2022 11:41;1
<br/>;Antall ganger NOK 300    Gyldig for angitt antall dager NOK 1 000;NOK 100;yes;5512133;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;08.05.2022;08.05.2022 11:45;1
<br/>;;NOK 175;No;5773664;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;08.05.2022;08.05.2022 21:04;1
<br/>;;NOK 100;yes;5910849;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;08.05.2022;08.05.2022 21:47;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6679942;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;18.05.2022;18.05.2022 12:19;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 100;yes;6804935;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;19.05.2022;19.05.2022 08:48;1
<br/>;;NOK 300;yes;6401731;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;22.05.2022;22.05.2022 16:20;3
<br/>;;NOK 100;yes;4986880;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;23.05.2022;23.05.2022 15:20;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5717204;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;23.05.2022;23.05.2022 18:01;1
<br/>;;NOK 100;yes;6937187;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;23.05.2022;23.05.2022 19:13;1
<br/>;;NOK 350;No;6203844;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;23.05.2022;23.05.2022 22:30;2
<br/>;;NOK 700;No;5840126;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;24.05.2022;24.05.2022 12:35;4
<br/>;;NOK 175;No;5840126;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;24.05.2022;24.05.2022 12:37;1
<br/>;;NOK 200;yes;6062799;Dropin  - Sukkerbiten;28.05.2022;14:30-16:00;24.05.2022;24.05.2022 16:58;2
<br/>;;NOK 2 300;No;6807656;Snipa;28.05.2022;14:30-16:30;20.04.2022;20.04.2022 18:20;1
<br/>;;NOK 2 300;No;6639307;Skarven;28.05.2022;15:00-17:00;27.02.2022;27.02.2022 21:49;1
<br/>;;NOK 2 300;No;6824423;Svarttrosten;28.05.2022;15:00-17:00;25.04.2022;25.04.2022 19:32;1
<br/>;;NOK 1 800;No;6950636;Badstua Bispen;28.05.2022;15:00-17:00;26.05.2022;26.05.2022 10:41;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager NOK 200    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5747964;Dropin  - Sukkerbiten;28.05.2022;16:00-17:30;12.05.2022;12.05.2022 11:17;1
<br/>;;NOK 400;yes;6595975;Dropin  - Sukkerbiten;28.05.2022;16:00-17:30;14.05.2022;14.05.2022 13:47;4
Årskort/månedskort   <br/>;Forhåndsbetalt beløp NOK 1 000    Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager;NOK 0;yes;5513263;Dropin  - Sukkerbiten;28.05.2022;16:00-17:30;15.05.2022;15.05.2022 09:27;1
<br/>;;NOK 400;yes;6744036;Dropin  - Sukkerbiten;28.05.2022;16:00-17:30;15.05.2022;15.05.2022 20:08;4
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5712284;Dropin  - Sukkerbiten;28.05.2022;16:00-17:30;19.05.2022;19.05.2022 14:00;1
<br/>;;NOK 100;yes;6783745;Dropin  - Sukkerbiten;28.05.2022;16:00-17:30;21.05.2022;21.05.2022 09:22;1
<br/>;;NOK 300;yes;5997236;Dropin  - Sukkerbiten;28.05.2022;16:00-17:30;21.05.2022;21.05.2022 19:15;3
<br/>;;NOK 350;No;6929903;Dropin  - Sukkerbiten;28.05.2022;16:00-17:30;22.05.2022;22.05.2022 08:02;2
<br/>;;NOK 525;No;6932643;Dropin  - Sukkerbiten;28.05.2022;16:00-17:30;22.05.2022;22.05.2022 20:48;3
<br/>;;NOK 1 500;No;6635207;Måken;28.05.2022;16:00-18:00;26.02.2022;26.02.2022 11:46;1
<br/>;;NOK 2 800;No;6835280;Bademaschin 1;28.05.2022;16:00-18:00;29.04.2022;29.04.2022 07:52;1
<br/>;;NOK 2 800;No;6682904;Bademaschin 2;28.05.2022;16:00-18:00;14.03.2022;14.03.2022 15:41;1
<br/>;;NOK 1 700;yes;6574865;Alken;28.05.2022;16:15-18:15;17.04.2022;17.04.2022 11:36;1
<br/>;;NOK 1 700;yes;6574865;Ærfuglen;28.05.2022;16:15-18:15;17.04.2022;17.04.2022 11:32;1
<br/>;;NOK 2 000;yes;6582482;Snipa;28.05.2022;16:30-18:30;09.02.2022;09.02.2022 21:25;1
<br/>;;NOK 2 300;No;6951600;Skarven;28.05.2022;17:00-19:00;26.05.2022;26.05.2022 14:05;1
<br/>;;NOK 2 300;No;6921881;Svarttrosten;28.05.2022;17:00-19:00;22.05.2022;22.05.2022 17:34;1
<br/>;;NOK 350;No;6864348;Dropin  - Sukkerbiten;28.05.2022;17:30-19:00;07.05.2022;07.05.2022 20:32;2
Årskort/månedskort   <br/>;Antall ganger NOK 300    Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5501427;Dropin  - Sukkerbiten;28.05.2022;17:30-19:00;12.05.2022;12.05.2022 10:23;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;5865172;Dropin  - Sukkerbiten;28.05.2022;17:30-19:00;13.05.2022;13.05.2022 12:09;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager;NOK 0;No;5752843;Dropin  - Sukkerbiten;28.05.2022;17:30-19:00;14.05.2022;14.05.2022 09:34;1
<br/>;;NOK 350;No;6411135;Dropin  - Sukkerbiten;28.05.2022;17:30-19:00;18.05.2022;18.05.2022 15:58;4
<br/>;;NOK 400;yes;6372360;Dropin  - Sukkerbiten;28.05.2022;17:30-19:00;19.05.2022;19.05.2022 22:21;4
<br/>;;NOK 700;No;6937216;Dropin  - Sukkerbiten;28.05.2022;17:30-19:00;23.05.2022;23.05.2022 19:22;4
<br/>;;NOK 175;No;6937216;Dropin  - Sukkerbiten;28.05.2022;17:30-19:00;23.05.2022;23.05.2022 19:29;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5752539;Dropin  - Sukkerbiten;28.05.2022;17:30-19:00;23.05.2022;23.05.2022 20:55;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6087380;Dropin  - Sukkerbiten;28.05.2022;17:30-19:00;28.05.2022;28.05.2022 03:11;1
<br/>;;NOK 1 500;No;6854469;Måken;28.05.2022;18:00-20:00;05.05.2022;05.05.2022 00:30;1
<br/>;;NOK 2 000;No;6812418;Alken;28.05.2022;18:15-20:15;22.04.2022;22.04.2022 08:52;1
<br/>;;NOK 2 000;No;6812418;Ærfuglen;28.05.2022;18:15-20:15;22.04.2022;22.04.2022 08:53;1
<br/>;;NOK 2 000;yes;6846639;Snipa;28.05.2022;18:30-20:30;02.05.2022;02.05.2022 18:20;1
<br/>;;NOK 2 000;yes;6853584;Skarven;28.05.2022;19:00-21:00;04.05.2022;04.05.2022 19:20;1
<br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager;NOK 1 700;yes;5716342;Anda;28.05.2022;19:00-21:00;25.03.2022;25.03.2022 13:02;1
<br/>;;NOK 2 300;No;6951337;Svarttrosten;28.05.2022;19:00-21:00;26.05.2022;26.05.2022 13:13;1
<br/>;;NOK 500;yes;6110500;Padlehuken Munken - overnatting;28.05.2022;19:00-09:00;28.04.2022;28.04.2022 10:30;1
<br/>;;NOK 2 000;yes;6853584;Havørnen;28.05.2022;19:15-21:15;04.05.2022;04.05.2022 19:22;1
<br/>;;NOK 2 500;yes;5869177;Bademaschin 1;28.05.2022;19:15-21:15;20.05.2022;20.05.2022 11:04;1
<br/>;;NOK 2 800;No;5859873;Bademaschin 2;28.05.2022;19:15-21:15;19.04.2022;19.04.2022 18:16;1
<br/>;;NOK 1 500;No;6935208;Måken;28.05.2022;20:00-22:00;23.05.2022;23.05.2022 10:54;1
<br/>;;NOK 2 000;No;6937300;Alken;28.05.2022;20:15-22:15;23.05.2022;23.05.2022 19:40;1
<br/>;;NOK 1 700;yes;6509023;Ærfuglen;28.05.2022;20:15-22:15;26.05.2022;26.05.2022 12:41;1
<br/>;;NOK 2 300;No;6953542;Snipa;28.05.2022;20:45-22:45;26.05.2022;26.05.2022 21:20;1
<br/>;;NOK 2 000;yes;6869039;Skarven;28.05.2022;21:00-23:00;09.05.2022;09.05.2022 12:59;1
<br/>;;NOK 2 000;yes;6523612;Anda;28.05.2022;21:00-23:00;10.04.2022;10.04.2022 21:46;1
<br/>;;NOK 2 300;No;6937077;Svarttrosten;28.05.2022;21:00-23:00;23.05.2022;23.05.2022 18:44;1
<br/>;;NOK 2 300;No;6903181;Havørnen;28.05.2022;21:15-23:15;16.05.2022;16.05.2022 21:03;1
<br/>;;NOK 2 500;yes;6826388;Bademaschin 1;28.05.2022;21:15-23:15;03.05.2022;03.05.2022 16:14;1
<br/>;;NOK 2 500;yes;6826388;Bademaschin 2;28.05.2022;21:15-23:15;03.05.2022;03.05.2022 16:15;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6813870;Dropin  - Sukkerbiten;29.05.2022;07:00-08:30;22.05.2022;22.05.2022 21:00;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6822915;Dropin  - Sukkerbiten;29.05.2022;07:00-08:30;23.05.2022;23.05.2022 14:27;1
<br/>;;NOK 100;yes;5964973;Dropin  - Sukkerbiten;29.05.2022;07:00-08:30;23.05.2022;23.05.2022 14:31;1
Gavekort<br/>;;NOK 0;No;5932170;Dropin  - Sukkerbiten;29.05.2022;07:00-08:30;27.05.2022;27.05.2022 13:29;2
<br/>;;NOK 200;yes;6957816;Dropin  - Sukkerbiten;29.05.2022;07:00-08:30;27.05.2022;27.05.2022 18:17;2
<br/>;;NOK 200;yes;5503728;Dropin  - Sukkerbiten;29.05.2022;07:00-08:30;27.05.2022;27.05.2022 18:24;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager;NOK 0;yes;6421620;Dropin  - Bademaschin/Snipa;29.05.2022;07:00-08:30;23.05.2022;23.05.2022 19:07;1
<br/>;;NOK 350;No;6948740;Dropin  - Bademaschin/Snipa;29.05.2022;07:00-08:30;25.05.2022;25.05.2022 23:24;2
<br/>;;NOK 275;yes;6863500;Dropin  - Bademaschin/Snipa;29.05.2022;07:00-08:30;27.05.2022;27.05.2022 22:02;3
<br/>;;NOK 200;yes;6662870;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;15.05.2022;15.05.2022 18:57;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5530349;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;19.05.2022;19.05.2022 19:21;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6082460;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;19.05.2022;19.05.2022 19:22;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6517960;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;22.05.2022;22.05.2022 20:14;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5826838;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;22.05.2022;22.05.2022 23:08;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5707154;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;23.05.2022;23.05.2022 14:25;1
<br/>;;NOK 300;yes;6166073;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;23.05.2022;23.05.2022 23:43;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5501415;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;24.05.2022;24.05.2022 19:57;1
<br/>;;NOK 300;yes;6429725;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;25.05.2022;25.05.2022 12:45;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5710338;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;25.05.2022;25.05.2022 21:47;1
<br/>;;NOK 100;yes;6472109;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;27.05.2022;27.05.2022 14:08;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;6162101;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;27.05.2022;27.05.2022 18:33;1
<br/>;;NOK 100;yes;5764220;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;27.05.2022;27.05.2022 19:18;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;No;5712117;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;27.05.2022;27.05.2022 22:39;1
<br/>;;NOK 200;yes;6920950;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;27.05.2022;27.05.2022 23:16;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6087380;Dropin  - Sukkerbiten;29.05.2022;08:30-10:00;28.05.2022;28.05.2022 03:14;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501691;Dropin  - Bademaschin/Snipa;29.05.2022;08:30-10:00;20.05.2022;20.05.2022 11:17;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5839964;Dropin  - Bademaschin/Snipa;29.05.2022;08:30-10:00;21.05.2022;21.05.2022 11:50;1
<br/>;;NOK 200;yes;6578748;Dropin  - Bademaschin/Snipa;29.05.2022;08:30-10:00;25.05.2022;25.05.2022 08:07;2
<br/>;;NOK 200;yes;6627139;Dropin  - Bademaschin/Snipa;29.05.2022;08:30-10:00;25.05.2022;25.05.2022 22:20;2
<br/>;;NOK 100;yes;6627139;Dropin  - Bademaschin/Snipa;29.05.2022;08:30-10:00;25.05.2022;25.05.2022 22:40;1
<br/>;;NOK 200;yes;6808067;Dropin  - Bademaschin/Snipa;29.05.2022;08:30-10:00;26.05.2022;26.05.2022 21:15;2
<br/>;;NOK 175;No;5964338;Dropin  - Bademaschin/Snipa;29.05.2022;08:30-10:00;27.05.2022;27.05.2022 14:10;1
<br/>;;NOK 525;No;6957800;Dropin  - Bademaschin/Snipa;29.05.2022;08:30-10:00;27.05.2022;27.05.2022 18:12;3
<br/>;;NOK 200;yes;6513399;Dropin - Kroloftet (Svartdalen);29.05.2022;08:30-10:00;24.05.2022;24.05.2022 09:43;2
<br/>;;NOK 200;yes;5726016;Dropin - Kroloftet (Svartdalen);29.05.2022;08:30-10:00;24.05.2022;24.05.2022 13:39;2
<br/>;;NOK 100;yes;6694671;Dropin - Kroloftet (Svartdalen);29.05.2022;08:30-10:00;26.05.2022;26.05.2022 11:34;1
<br/>;;NOK 100;yes;5867734;Dropin - Kroloftet (Svartdalen);29.05.2022;08:30-10:00;26.05.2022;26.05.2022 11:36;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6711203;Dropin - Kroloftet (Svartdalen);29.05.2022;08:30-10:00;26.05.2022;26.05.2022 19:10;1
<br/>;;NOK 75;No;6953007;Dropin - Kroloftet (Svartdalen);29.05.2022;08:30-10:00;26.05.2022;26.05.2022 19:11;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6564735;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;15.05.2022;15.05.2022 10:54;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6064703;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;15.05.2022;15.05.2022 14:27;1
<br/>;;NOK 350;No;6903685;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;16.05.2022;16.05.2022 21:35;2
<br/>;;NOK 350;No;6927940;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;21.05.2022;21.05.2022 19:15;2
<br/>;;NOK 200;yes;6674131;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;21.05.2022;21.05.2022 21:58;2
<br/>;;NOK 100;yes;6496549;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;22.05.2022;22.05.2022 12:32;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 2 800    Antall ganger NOK 300;NOK 0;No;6148745;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;22.05.2022;22.05.2022 22:18;1
<br/>;;NOK 350;No;6864348;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;24.05.2022;24.05.2022 17:43;2
<br/>;;NOK 100;yes;5716768;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;24.05.2022;24.05.2022 19:37;1
<br/>;Antall ganger NOK 300;NOK 100;No;6051984;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;25.05.2022;25.05.2022 18:04;3
<br/>;Antall ganger NOK 600    Antall ganger NOK 600;NOK 100;yes;5738329;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;25.05.2022;25.05.2022 19:55;1
<br/>;Antall ganger NOK 300;NOK 300;yes;5503126;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;25.05.2022;25.05.2022 22:32;3
<br/>;;NOK 350;No;6399811;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;26.05.2022;26.05.2022 18:37;2
<br/>;;NOK 300;yes;6659359;Dropin  - Sukkerbiten;29.05.2022;10:00-11:30;27.05.2022;27.05.2022 11:07;3
<br/>;;NOK 350;No;6867434;Dropin  - Bademaschin/Snipa;29.05.2022;10:00-11:30;24.05.2022;24.05.2022 22:39;2
<br/>;;NOK 200;yes;6281872;Dropin  - Bademaschin/Snipa;29.05.2022;10:00-11:30;26.05.2022;26.05.2022 20:04;2
<br/>;;NOK 300;yes;6922668;Dropin  - Bademaschin/Snipa;29.05.2022;10:00-11:30;27.05.2022;27.05.2022 13:01;3
<br/>;;NOK 525;No;6955983;Dropin  - Bademaschin/Snipa;29.05.2022;10:00-11:30;27.05.2022;27.05.2022 13:59;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5706934;Dropin - Kroloftet (Svartdalen);29.05.2022;10:00-11:30;10.05.2022;10.05.2022 21:01;1
<br/>;;NOK 175;No;6874679;Dropin - Kroloftet (Svartdalen);29.05.2022;10:00-11:30;10.05.2022;10.05.2022 21:02;1
<br/>;;NOK 200;yes;6867541;Dropin - Kroloftet (Svartdalen);29.05.2022;10:00-11:30;27.05.2022;27.05.2022 18:53;2
<br/>;;NOK 2 800;No;6701777;Bademaschin 2;29.05.2022;10:00-12:00;22.05.2022;22.05.2022 22:28;1
<br/>;;NOK 2 300;No;6955753;Snipa;29.05.2022;10:30-12:30;27.05.2022;27.05.2022 10:28;1
<br/>;;NOK 2 000;yes;6801070;Skarven;29.05.2022;11:00-13:00;18.04.2022;18.04.2022 19:10;1
<br/>;;NOK 200;yes;6548817;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;12.05.2022;12.05.2022 09:39;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5827667;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;13.05.2022;13.05.2022 07:56;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5707825;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;14.05.2022;14.05.2022 10:17;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5775603;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;14.05.2022;14.05.2022 10:19;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6611401;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;18.05.2022;18.05.2022 16:40;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6603228;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;18.05.2022;18.05.2022 16:40;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5877772;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;22.05.2022;22.05.2022 01:38;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6200133;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;22.05.2022;22.05.2022 01:41;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501515;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;22.05.2022;22.05.2022 19:23;1
<br/>;;NOK 200;yes;6578367;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;24.05.2022;24.05.2022 13:35;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6442023;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;25.05.2022;25.05.2022 07:14;1
<br/>;;NOK 200;yes;5898027;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;25.05.2022;25.05.2022 18:37;2
Årskort/månedskort   <br/>;Antall ganger NOK 2 000    Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5870183;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;25.05.2022;25.05.2022 20:33;1
<br/>;;NOK 175;No;6948072;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;25.05.2022;25.05.2022 20:53;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5905783;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;25.05.2022;25.05.2022 20:55;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6385302;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;26.05.2022;26.05.2022 08:32;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6183063;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;26.05.2022;26.05.2022 10:42;1
<br/>;;NOK 175;No;6950642;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;26.05.2022;26.05.2022 10:43;1
<br/>;;NOK 200;yes;6046304;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;26.05.2022;26.05.2022 16:58;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6515479;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;26.05.2022;26.05.2022 17:00;1
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 200;yes;5520555;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;26.05.2022;26.05.2022 19:19;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501361;Dropin  - Sukkerbiten;29.05.2022;11:30-13:00;27.05.2022;27.05.2022 14:05;1
<br/>;Antall ganger NOK 300;NOK 200;yes;6809456;Dropin  - Bademaschin/Snipa;29.05.2022;11:30-13:00;16.05.2022;16.05.2022 19:25;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6045402;Dropin  - Bademaschin/Snipa;29.05.2022;11:30-13:00;20.05.2022;20.05.2022 20:42;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6451192;Dropin  - Bademaschin/Snipa;29.05.2022;11:30-13:00;24.05.2022;24.05.2022 18:37;1
<br/>;;NOK 200;yes;6812737;Dropin  - Bademaschin/Snipa;29.05.2022;11:30-13:00;24.05.2022;24.05.2022 18:38;2
<br/>;;NOK 162,50;No;6948431;Dropin  - Bademaschin/Snipa;29.05.2022;11:30-13:00;25.05.2022;25.05.2022 22:02;3
<br/>;;NOK 200;yes;6442268;Dropin  - Bademaschin/Snipa;29.05.2022;11:30-13:00;26.05.2022;26.05.2022 21:56;2
